vin,vout,L,C,fsw,iload,rds_on,duty_cycle,delta_il,ccm,delta_vout,p_cond,p_sw,p_total_loss,efficiency
12.0,5.0,3.790897361033496e-05,3.474849206779352e-05,466073.9577853467,2.743455719113683,0.048467691554326904,0.4166666666666667,0.16507828000258123,True,0.0029248993244310475,0.22733175791803784,0.3068767836038781,0.534208541521916,0.9625155931880535
12.0,5.0,3.366064215745618e-05,0.0003506237008965987,273693.7989558107,0.8278052085340925,0.04580337538785719,0.4166666666666667,0.31659164074353435,True,0.0035783017581882603,0.020173582252452214,0.05437563655658469,0.07454921880903691,0.9823073721999068
12.0,5.0,2.8356537338811163e-05,4.241363249689424e-05,452826.5136598646,0.17338997903633369,0.009367267042527893,0.4166666666666667,0.22714425313917228,True,0.0037497829466286874,0.0004777584727080676,0.0188437391305392,0.019321497603247268,0.9781991185086842
12.0,5.0,2.226825313027854e-05,0.0004527215354037317,985181.877069111,3.015609276197779,0.019586414677948652,0.4166666666666667,0.13294874274788585,True,0.0013667477559995704,0.16518111113120568,0.7130216657355722,0.878202776866778,0.9449618285488844
12.0,5.0,3.705031415102124e-05,0.0002926115395149279,247006.7682259986,3.3956312174699526,0.019922573058452128,0.4166666666666667,0.3187029255038605,True,0.0037382121867454055,0.21117196541158967,0.2012985343474958,0.41247049975908545,0.9762820219448081
12.0,5.0,1.8771329670796003e-05,0.0002634121518922776,868540.093137554,4.124109110377,0.047372791583755194,0.4166666666666667,0.17889651910043086,True,0.0018867083173919014,0.505882702462144,0.8596689866007059,1.3655516890628498,0.9378902188006524
12.0,5.0,2.2344586341664086e-05,0.000339689123350732,217961.32582011708,0.4849273811210677,0.030878500451983964,0.4166666666666667,0.5988734201917411,True,0.006999810591605957,0.006060461756765323,0.025366899579750034,0.03142736133651536,0.9872041779364158
12.0,5.0,4.9859848224991756e-06,0.0004115088328102594,807981.0367667878,2.690537800277503,0.014896815993246028,0.4166666666666667,0.7239935182807432,True,0.007512120291715649,0.11803034938619833,0.5217368451188278,0.6397671945050261,0.9546021512778237
12.0,5.0,3.747912311113493e-05,0.00046789375819600786,782993.851877407,3.4330544769500966,0.018244037037831555,0.4166666666666667,0.09938916113392295,True,0.0010278028329096134,0.20746550394280994,0.6451345316669119,0.8526000356097219,0.9526803156489063
12.0,5.0,1.0525256201592973e-05,0.0004606854265050342,360614.3837427479,2.1139075825913625,0.04191109018055892,0.4166666666666667,0.768441970363447,True,0.00826261369048114,0.12407251520684259,0.18295331524447345,0.30702583045131604,0.9717717987321692
12.0,5.0,3.576358605064885e-05,0.00011978298592208198,825444.7575353665,4.037197884966372,0.04746343227772222,0.4166666666666667,0.09880017758926907,True,0.0011129081466221707,0.4853492665817287,0.7997961190268069,1.2851453856085358,0.9401454372600916
12.0,5.0,4.1018908051169914e-05,0.00029872640167778167,666638.7854285535,2.297387724727206,0.009696545561096908,0.4166666666666667,0.10666259016012064,True,0.0011335770381022045,0.0741174955981149,0.367566662992947,0.4416841585910619,0.9629727449132565
12.0,5.0,1.6845070094215363e-05,0.0003428018450505071,412774.13596944045,0.5388418221129514,0.0418889728886536,0.4166666666666667,0.4194705725568464,True,0.0045652634613945085,0.008373760180441569,0.05338079221124939,0.06175455239169096,0.9775923923737644
12.0,5.0,3.734251076654035e-05,9.009520405594143e-05,822341.6127737606,4.4542662495734,0.00846480050621028,0.4166666666666667,0.09497974868173867,True,0.0011100434465612316,0.26839245204866236,0.8791028379355006,1.147495289984163,0.9510011619015367
12.0,5.0,4.10832319911063e-05,0.00035218104228348587,256182.133327606,0.8030699271748214,0.009373991040957902,0.4166666666666667,0.27712350197755037,True,0.003155179615707411,0.009057160151251988,0.049375720117173824,0.058432880268425816,0.9856563574425283
12.0,5.0,1.974090622603743e-05,0.00023589856231114023,751809.8586741964,1.3696514717246762,0.01338703164504396,0.4166666666666667,0.1965222357884466,True,0.0021037346764022553,0.029273478270359386,0.2471321950536561,0.2764056733240155,0.9612043864973547
12.0,5.0,4.606600913256578e-06,0.00041493418123371076,904121.717170193,1.6547137112831674,0.01380089723827382,0.4166666666666667,0.7002922300408994,True,0.007236259084042383,0.04376942108569687,0.3590550244968961,0.40282444558259295,0.9535723606007921
12.0,5.0,2.4190742953368854e-05,0.00029742685304906123,261329.83745109593,4.46968507062143,0.005487672985446827,0.4166666666666667,0.46136919429143525,True,0.005355667215251535,0.2456792885006684,0.2803348975111412,0.5260141860118096,0.9770042809087304
12.0,5.0,1.7116887948002547e-05,0.0002109642178762734,366481.4774601216,4.3125331063720065,0.01917867299885415,0.4166666666666667,0.46495397079706235,True,0.00540126496899224,0.33492179951985246,0.3793112410605362,0.7142330405803887,0.9679383986842768
12.0,5.0,7.968392268746452e-06,0.00021111840806619942,521835.71888231294,4.467955621742182,0.02564593192309759,0.4166666666666667,0.7014266949566325,True,0.007810119107607164,0.4137911348113876,0.5595693201134647,0.9733604549248522,0.958248416348234
12.0,5.0,4.307479349112193e-05,0.0001805126743916159,970634.7198754153,1.2341682770212739,0.01553261448507183,0.4166666666666667,0.06976020885770652,True,0.0007473705554618217,0.02509624054154399,0.28750237916296034,0.3125986197045043,0.9517850678848654
12.0,5.0,1.3986585705684028e-05,1.1666071492332638e-05,417342.767327081,0.5861487514251217,0.01232142983600208,0.4166666666666667,0.4996687581134854,True,0.017825152294773494,0.00551444202898245,0.05870998607641767,0.06422442810540012,0.9785558897012302
12.0,5.0,2.7813512089767366e-05,0.00024152590663056243,386248.43747617473,2.7034728461286583,0.030115396132686698,0.4166666666666667,0.2714964972512923,True,0.003078749134466797,0.16493714244260743,0.2506109190183507,0.41554806146095813,0.970175075192539
12.0,5.0,3.300360120011609e-05,1.3327751010108917e-05,860250.4097941094,4.150383807116961,0.01262272621865876,0.4166666666666667,0.10273077855303792,True,0.0021473356663164944,0.26286824230186867,0.8568886490100486,1.1197568913119174,0.9488033338160935
12.0,5.0,1.0473600159611762e-05,0.0004099774422044199,900891.3070400875,4.034612651230594,0.025225419288480936,0.4166666666666667,0.3091138126114248,True,0.003195753633769416,0.33403675979717085,0.8723393915442247,1.2063761513413955,0.9435730690432177
